credit_score_brack,cred_hist_length_brack,loan_percent_income_brack,loan_int_rate_brack,loan_amnt_brack,person_income_brack,person_age_brack,person_gender,person_education,person_home_ownership,loan_intent,previous_loan_defaults_on_file,loan_status
fair,4,.1 - .19,<10,10k - 14.99k,90k,<30,female,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,3,.2 - .29,<10,10k - 14.99k,"30k - 49,999",<30,male,Bachelor,RENT,VENTURE,No,0
fair,6,.1 - .19,<10,5k - 9.99k,"50k - 69,999",<30,male,Bachelor,RENT,MEDICAL,Yes,0
fair,14,.1 - .19,<10,10k - 14.99k,"70k - 89,999",40+,male,Associate,RENT,EDUCATION,Yes,0
fair,5,0-.09,<10,<5k,90k,<30,male,Bachelor,RENT,MEDICAL,No,0
fair,8,0-.09,<10,<5k,"30k - 49,999",<30,female,Associate,RENT,DEBTCONSOLIDATION,Yes,0
good,4,.1 - .19,15+,10k - 14.99k,"70k - 89,999",<30,male,Bachelor,MORTGAGE,PERSONAL,No,0
fair,2,0-.09,15+,<5k,"70k - 89,999",<30,female,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,11,0-.09,<10,<5k,<30k,40+,male,Master,RENT,VENTURE,No,0
fair,10,0-.09,<10,10k - 14.99k,90k,<30,male,High School,MORTGAGE,VENTURE,Yes,0
fair,15,0-.09,10 - 15,5k - 9.99k,90k,30-39,female,Associate,MORTGAGE,PERSONAL,Yes,0
good,4,0-.09,<10,5k - 9.99k,90k,<30,male,Bachelor,MORTGAGE,PERSONAL,Yes,0
fair,4,0-.09,10 - 15,<5k,"50k - 69,999",<30,female,Bachelor,RENT,MEDICAL,Yes,0
fair,9,0-.09,10 - 15,5k - 9.99k,"50k - 69,999",30-39,female,Bachelor,MORTGAGE,EDUCATION,Yes,0
fair,7,0-.09,15+,10k - 14.99k,90k,30-39,male,Associate,MORTGAGE,PERSONAL,Yes,0
fair,5,0-.09,10 - 15,<5k,"50k - 69,999",<30,male,Associate,RENT,MEDICAL,No,0
good,9,0-.09,<10,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,3,.1 - .19,<10,10k - 14.99k,"50k - 69,999",<30,female,Bachelor,RENT,MEDICAL,No,0
fair,3,.1 - .19,10 - 15,10k - 14.99k,90k,<30,female,High School,MORTGAGE,PERSONAL,No,0
fair,4,0-.09,10 - 15,<5k,"70k - 89,999",<30,female,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,9,0-.09,10 - 15,<5k,"50k - 69,999",30-39,male,Associate,RENT,HOMEIMPROVEMENT,Yes,0
fair,3,.1 - .19,10 - 15,10k - 14.99k,90k,<30,female,Associate,MORTGAGE,PERSONAL,Yes,0
poor,3,.1 - .19,<10,10k - 14.99k,90k,<30,male,Associate,MORTGAGE,MEDICAL,Yes,0
fair,12,0-.09,10 - 15,<5k,"70k - 89,999",30-39,male,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,3,0-.09,<10,5k - 9.99k,90k,<30,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,10,0-.09,10 - 15,<5k,"30k - 49,999",<30,male,Bachelor,RENT,MEDICAL,No,0
fair,4,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Master,MORTGAGE,MEDICAL,Yes,0
fair,4,0-.09,<10,<5k,"30k - 49,999",<30,female,Bachelor,RENT,VENTURE,No,0
fair,3,.1 - .19,<10,10k - 14.99k,90k,<30,female,Master,MORTGAGE,DEBTCONSOLIDATION,No,0
fair,13,0-.09,10 - 15,5k - 9.99k,"50k - 69,999",30-39,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0
poor,4,0-.09,10 - 15,<5k,90k,<30,female,High School,RENT,EDUCATION,Yes,0
fair,8,.1 - .19,10 - 15,10k - 14.99k,"50k - 69,999",<30,male,Associate,RENT,MEDICAL,No,0
good,7,0-.09,10 - 15,<5k,"50k - 69,999",<30,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0
good,10,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,male,Doctorate,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,4,0-.09,10 - 15,<5k,"70k - 89,999",<30,female,Associate,RENT,EDUCATION,Yes,0
good,8,0-.09,10 - 15,<5k,"30k - 49,999",30-39,male,Associate,MORTGAGE,EDUCATION,Yes,0
good,10,.1 - .19,10 - 15,10k - 14.99k,"70k - 89,999",30-39,male,Associate,RENT,HOMEIMPROVEMENT,No,0
poor,4,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,male,High School,MORTGAGE,MEDICAL,Yes,0
fair,3,.2 - .29,<10,10k - 14.99k,"50k - 69,999",<30,female,Bachelor,MORTGAGE,EDUCATION,Yes,0
good,5,.2 - .29,10 - 15,15k - 19.99k,90k,<30,male,High School,MORTGAGE,MEDICAL,No,0
poor,3,.1 - .19,<10,10k - 14.99k,"50k - 69,999",<30,male,High School,RENT,EDUCATION,Yes,0
poor,4,0-.09,10 - 15,<5k,90k,<30,female,Bachelor,RENT,HOMEIMPROVEMENT,Yes,0
fair,6,0-.09,10 - 15,5k - 9.99k,90k,<30,male,Associate,MORTGAGE,EDUCATION,Yes,0
poor,8,.2 - .29,10 - 15,20k+,90k,30-39,male,Associate,MORTGAGE,PERSONAL,Yes,0
fair,3,.1 - .19,<10,5k - 9.99k,"50k - 69,999",<30,female,High School,MORTGAGE,PERSONAL,Yes,0
poor,4,0-.09,<10,5k - 9.99k,"50k - 69,999",<30,male,High School,RENT,EDUCATION,Yes,0
poor,3,.1 - .19,<10,5k - 9.99k,"50k - 69,999",<30,male,High School,RENT,EDUCATION,Yes,0
fair,4,0-.09,<10,<5k,"70k - 89,999",<30,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
poor,5,0-.09,<10,<5k,"50k - 69,999",<30,male,High School,MORTGAGE,VENTURE,Yes,0
good,4,0-.09,10 - 15,<5k,<30k,<30,male,Master,MORTGAGE,EDUCATION,Yes,0
fair,6,0-.09,<10,10k - 14.99k,90k,30-39,male,High School,MORTGAGE,VENTURE,Yes,0
poor,3,.1 - .19,<10,<5k,<30k,<30,male,Master,RENT,VENTURE,Yes,0
good,8,0-.09,<10,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,8,0-.09,10 - 15,5k - 9.99k,90k,30-39,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,4,.1 - .19,<10,<5k,<30k,<30,male,Bachelor,RENT,EDUCATION,Yes,0
fair,3,.1 - .19,<10,5k - 9.99k,"50k - 69,999",<30,female,Bachelor,RENT,EDUCATION,Yes,0
fair,8,0-.09,10 - 15,5k - 9.99k,"50k - 69,999",30-39,male,Master,RENT,PERSONAL,No,0
fair,5,.3+,<10,15k - 19.99k,"30k - 49,999",<30,female,Bachelor,MORTGAGE,PERSONAL,No,0
fair,10,.1 - .19,10 - 15,<5k,"30k - 49,999",30-39,male,High School,RENT,EDUCATION,No,0
good,2,.1 - .19,10 - 15,10k - 14.99k,"70k - 89,999",<30,male,Bachelor,OWN,VENTURE,No,0
good,3,0-.09,15+,5k - 9.99k,"50k - 69,999",<30,male,Bachelor,OWN,VENTURE,Yes,0
fair,4,0-.09,10 - 15,<5k,"50k - 69,999",<30,male,Associate,RENT,EDUCATION,Yes,0
poor,3,.2 - .29,10 - 15,10k - 14.99k,"50k - 69,999",<30,female,High School,RENT,HOMEIMPROVEMENT,Yes,0
fair,4,0-.09,<10,5k - 9.99k,90k,<30,male,Associate,RENT,MEDICAL,Yes,0
poor,5,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,female,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
good,3,0-.09,10 - 15,<5k,90k,<30,female,Bachelor,MORTGAGE,EDUCATION,Yes,0
fair,8,0-.09,<10,5k - 9.99k,"70k - 89,999",30-39,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,6,.1 - .19,<10,5k - 9.99k,"50k - 69,999",<30,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,10,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,female,Bachelor,MORTGAGE,VENTURE,No,0
fair,6,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",30-39,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,3,.1 - .19,10 - 15,10k - 14.99k,"50k - 69,999",<30,female,High School,RENT,EDUCATION,No,0
fair,14,.1 - .19,10 - 15,10k - 14.99k,"50k - 69,999",30-39,female,Bachelor,RENT,EDUCATION,Yes,0
fair,5,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,male,Bachelor,RENT,EDUCATION,Yes,0
good,12,0-.09,10 - 15,<5k,"50k - 69,999",30-39,male,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0
poor,5,0-.09,10 - 15,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,MEDICAL,Yes,0
poor,2,.2 - .29,<10,10k - 14.99k,"30k - 49,999",<30,male,Bachelor,RENT,MEDICAL,Yes,0
poor,3,0-.09,<10,5k - 9.99k,"70k - 89,999",<30,female,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,7,.3+,10 - 15,20k+,"50k - 69,999",<30,female,Bachelor,MORTGAGE,VENTURE,Yes,0
poor,3,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
good,6,.2 - .29,10 - 15,20k+,90k,30-39,female,Bachelor,OWN,HOMEIMPROVEMENT,No,0
good,7,.1 - .19,10 - 15,20k+,90k,30-39,male,Master,MORTGAGE,MEDICAL,Yes,0
good,4,.2 - .29,10 - 15,20k+,90k,<30,female,Master,MORTGAGE,HOMEIMPROVEMENT,Yes,0
poor,5,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,female,High School,MORTGAGE,EDUCATION,Yes,0
fair,7,.1 - .19,10 - 15,10k - 14.99k,"70k - 89,999",<30,female,Bachelor,RENT,VENTURE,Yes,0
fair,2,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,female,Associate,RENT,HOMEIMPROVEMENT,Yes,0
poor,8,.1 - .19,10 - 15,10k - 14.99k,90k,30-39,male,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,5,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",30-39,male,Bachelor,MORTGAGE,PERSONAL,Yes,0
fair,4,0-.09,<10,10k - 14.99k,90k,<30,male,Bachelor,MORTGAGE,MEDICAL,No,0
fair,3,.2 - .29,10 - 15,20k+,90k,<30,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
good,3,.1 - .19,10 - 15,<5k,<30k,<30,male,Bachelor,RENT,MEDICAL,Yes,0
fair,10,0-.09,<10,<5k,"30k - 49,999",30-39,male,Associate,RENT,DEBTCONSOLIDATION,Yes,0
poor,6,.2 - .29,10 - 15,20k+,90k,30-39,female,High School,RENT,PERSONAL,Yes,0
fair,4,0-.09,<10,5k - 9.99k,"70k - 89,999",<30,female,Bachelor,RENT,MEDICAL,Yes,0
fair,4,.1 - .19,10 - 15,10k - 14.99k,"50k - 69,999",<30,female,Associate,MORTGAGE,EDUCATION,Yes,0
fair,8,.1 - .19,10 - 15,20k+,90k,<30,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,3,0-.09,<10,<5k,90k,<30,female,High School,RENT,EDUCATION,Yes,0
good,7,0-.09,10 - 15,10k - 14.99k,90k,<30,male,Master,RENT,HOMEIMPROVEMENT,No,0
fair,9,.1 - .19,10 - 15,10k - 14.99k,90k,30-39,male,Associate,MORTGAGE,PERSONAL,No,0
fair,4,.1 - .19,10 - 15,<5k,"30k - 49,999",<30,female,High School,OWN,MEDICAL,Yes,0
fair,4,.2 - .29,10 - 15,20k+,90k,<30,female,High School,MORTGAGE,EDUCATION,No,0
fair,4,0-.09,<10,<5k,<30k,<30,male,Bachelor,RENT,MEDICAL,Yes,0
poor,9,.2 - .29,10 - 15,20k+,90k,30-39,male,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
good,3,.1 - .19,10 - 15,15k - 19.99k,"70k - 89,999",<30,male,Bachelor,RENT,PERSONAL,Yes,0
fair,2,0-.09,<10,<5k,"30k - 49,999",<30,female,High School,RENT,DEBTCONSOLIDATION,Yes,0
fair,8,.2 - .29,<10,20k+,90k,30-39,female,Bachelor,MORTGAGE,PERSONAL,Yes,0
good,12,0-.09,<10,5k - 9.99k,90k,30-39,female,Bachelor,MORTGAGE,MEDICAL,Yes,0
fair,9,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",30-39,female,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,7,0-.09,10 - 15,<5k,"30k - 49,999",<30,female,Master,RENT,EDUCATION,Yes,0
good,15,0-.09,10 - 15,5k - 9.99k,"50k - 69,999",40+,male,Doctorate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,4,.1 - .19,10 - 15,10k - 14.99k,90k,<30,male,Associate,RENT,HOMEIMPROVEMENT,Yes,0
poor,3,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",<30,male,Master,MORTGAGE,MEDICAL,Yes,0
fair,6,.1 - .19,<10,10k - 14.99k,"70k - 89,999",<30,male,Associate,MORTGAGE,EDUCATION,Yes,0
poor,16,0-.09,<10,<5k,"50k - 69,999",40+,male,High School,MORTGAGE,MEDICAL,No,0
fair,3,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",<30,male,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0
good,10,.2 - .29,<10,15k - 19.99k,90k,<30,male,Bachelor,RENT,MEDICAL,Yes,0
fair,8,0-.09,10 - 15,5k - 9.99k,90k,30-39,female,Bachelor,MORTGAGE,EDUCATION,Yes,0
good,3,0-.09,15+,10k - 14.99k,90k,<30,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,3,.1 - .19,10 - 15,10k - 14.99k,"70k - 89,999",<30,female,Associate,RENT,VENTURE,No,0
poor,7,.1 - .19,<10,5k - 9.99k,"50k - 69,999",30-39,female,High School,RENT,MEDICAL,Yes,0
fair,11,.1 - .19,<10,<5k,"30k - 49,999",30-39,male,Associate,RENT,DEBTCONSOLIDATION,No,0
fair,5,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",<30,male,Associate,RENT,PERSONAL,Yes,0
fair,3,.1 - .19,10 - 15,10k - 14.99k,90k,<30,male,High School,MORTGAGE,PERSONAL,Yes,0
fair,4,.2 - .29,10 - 15,5k - 9.99k,"30k - 49,999",<30,male,High School,RENT,EDUCATION,Yes,0
good,5,0-.09,<10,10k - 14.99k,90k,<30,male,High School,MORTGAGE,DEBTCONSOLIDATION,No,0
poor,3,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,female,High School,RENT,EDUCATION,Yes,0
good,4,0-.09,10 - 15,<5k,"70k - 89,999",<30,female,Associate,MORTGAGE,MEDICAL,No,0
fair,4,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,female,Associate,RENT,DEBTCONSOLIDATION,Yes,0
good,3,.1 - .19,10 - 15,10k - 14.99k,"70k - 89,999",<30,female,Bachelor,RENT,MEDICAL,No,0
fair,2,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,male,Master,RENT,HOMEIMPROVEMENT,No,0
fair,12,0-.09,<10,<5k,"70k - 89,999",30-39,male,High School,RENT,PERSONAL,No,0
good,11,0-.09,<10,5k - 9.99k,"70k - 89,999",30-39,female,Associate,MORTGAGE,EDUCATION,No,0
good,5,0-.09,<10,5k - 9.99k,90k,<30,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
poor,3,0-.09,<10,10k - 14.99k,90k,<30,female,High School,MORTGAGE,PERSONAL,Yes,0
fair,3,0-.09,<10,5k - 9.99k,"70k - 89,999",<30,male,Bachelor,MORTGAGE,MEDICAL,No,0
poor,8,0-.09,10 - 15,<5k,"30k - 49,999",<30,male,Bachelor,RENT,EDUCATION,Yes,0
fair,7,.1 - .19,<10,5k - 9.99k,"30k - 49,999",30-39,male,Master,RENT,VENTURE,No,0
good,4,0-.09,10 - 15,<5k,"30k - 49,999",<30,female,Bachelor,RENT,MEDICAL,Yes,0
fair,5,.1 - .19,10 - 15,10k - 14.99k,90k,<30,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,6,0-.09,<10,<5k,"70k - 89,999",<30,female,High School,MORTGAGE,PERSONAL,No,0
good,8,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,male,Master,RENT,VENTURE,No,0
poor,6,.2 - .29,10 - 15,10k - 14.99k,"30k - 49,999",30-39,female,High School,RENT,PERSONAL,Yes,0
fair,3,.1 - .19,<10,5k - 9.99k,"30k - 49,999",<30,male,High School,RENT,EDUCATION,Yes,0
good,8,.1 - .19,<10,5k - 9.99k,"30k - 49,999",30-39,female,Bachelor,RENT,EDUCATION,Yes,0
fair,8,.1 - .19,10 - 15,10k - 14.99k,"70k - 89,999",30-39,female,Master,MORTGAGE,EDUCATION,Yes,0
good,2,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,male,Bachelor,MORTGAGE,PERSONAL,Yes,0
fair,4,0-.09,<10,5k - 9.99k,"70k - 89,999",<30,male,Bachelor,MORTGAGE,MEDICAL,Yes,0
fair,8,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,High School,MORTGAGE,HOMEIMPROVEMENT,No,0
good,3,0-.09,<10,5k - 9.99k,"50k - 69,999",<30,female,Bachelor,RENT,VENTURE,No,0
fair,4,.1 - .19,15+,20k+,90k,<30,female,Bachelor,RENT,MEDICAL,Yes,0
fair,4,.1 - .19,<10,<5k,"30k - 49,999",<30,male,High School,MORTGAGE,VENTURE,No,0
good,4,0-.09,<10,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,15,0-.09,10 - 15,20k+,90k,40+,male,High School,MORTGAGE,PERSONAL,Yes,0
fair,4,.3+,<10,5k - 9.99k,<30k,<30,female,Master,OWN,DEBTCONSOLIDATION,No,0
fair,8,.1 - .19,<10,10k - 14.99k,90k,30-39,female,Associate,RENT,DEBTCONSOLIDATION,Yes,0
good,16,0-.09,<10,5k - 9.99k,"70k - 89,999",40+,female,Associate,RENT,EDUCATION,No,0
fair,4,0-.09,10 - 15,<5k,"70k - 89,999",<30,male,Bachelor,MORTGAGE,EDUCATION,Yes,0
poor,7,.1 - .19,10 - 15,10k - 14.99k,"70k - 89,999",<30,female,Associate,RENT,HOMEIMPROVEMENT,Yes,0
poor,3,.2 - .29,10 - 15,5k - 9.99k,"30k - 49,999",<30,female,High School,RENT,DEBTCONSOLIDATION,Yes,0
poor,6,.1 - .19,<10,15k - 19.99k,"70k - 89,999",<30,female,Bachelor,MORTGAGE,EDUCATION,Yes,0
fair,6,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,female,Bachelor,RENT,PERSONAL,No,0
fair,4,.1 - .19,<10,10k - 14.99k,"70k - 89,999",<30,male,High School,MORTGAGE,PERSONAL,Yes,0
fair,9,0-.09,10 - 15,5k - 9.99k,90k,30-39,male,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,4,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,female,Bachelor,RENT,PERSONAL,Yes,0
fair,5,.2 - .29,10 - 15,15k - 19.99k,"70k - 89,999",<30,female,High School,RENT,EDUCATION,No,0
fair,3,.1 - .19,10 - 15,10k - 14.99k,90k,<30,male,High School,MORTGAGE,MEDICAL,Yes,0
good,9,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,female,Associate,MORTGAGE,VENTURE,No,0
fair,15,0-.09,10 - 15,<5k,"30k - 49,999",30-39,male,Associate,RENT,PERSONAL,No,0
fair,4,0-.09,<10,<5k,<30k,<30,male,Bachelor,RENT,MEDICAL,Yes,0
fair,10,0-.09,10 - 15,<5k,"50k - 69,999",30-39,male,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0
good,4,.1 - .19,10 - 15,<5k,"30k - 49,999",<30,male,Associate,OWN,PERSONAL,No,0
fair,4,0-.09,10 - 15,<5k,<30k,<30,male,Bachelor,RENT,EDUCATION,Yes,0
good,10,0-.09,10 - 15,5k - 9.99k,90k,30-39,female,Master,MORTGAGE,EDUCATION,Yes,0
poor,10,0-.09,<10,<5k,"50k - 69,999",30-39,male,Bachelor,RENT,EDUCATION,Yes,0
good,9,0-.09,10 - 15,<5k,"50k - 69,999",30-39,female,Associate,RENT,MEDICAL,No,0
good,5,0-.09,<10,<5k,90k,30-39,male,Bachelor,MORTGAGE,MEDICAL,Yes,0
fair,4,.1 - .19,<10,<5k,"30k - 49,999",<30,female,Associate,RENT,VENTURE,Yes,0
good,6,.2 - .29,10 - 15,20k+,90k,<30,male,Bachelor,MORTGAGE,EDUCATION,Yes,0
good,17,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",30-39,male,High School,MORTGAGE,MEDICAL,Yes,0
good,5,0-.09,10 - 15,<5k,"30k - 49,999",<30,female,Associate,RENT,EDUCATION,No,0
fair,8,.2 - .29,10 - 15,15k - 19.99k,90k,<30,male,Doctorate,RENT,VENTURE,Yes,0
good,9,.1 - .19,<10,10k - 14.99k,90k,30-39,male,Bachelor,MORTGAGE,EDUCATION,No,0
poor,3,.2 - .29,10 - 15,10k - 14.99k,"30k - 49,999",<30,female,Associate,RENT,VENTURE,Yes,0
fair,10,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",<30,male,Associate,RENT,DEBTCONSOLIDATION,Yes,0
fair,4,0-.09,10 - 15,<5k,"50k - 69,999",<30,female,High School,RENT,VENTURE,Yes,0
poor,2,0-.09,<10,10k - 14.99k,90k,<30,male,High School,MORTGAGE,VENTURE,Yes,0
fair,5,.1 - .19,<10,10k - 14.99k,"70k - 89,999",<30,female,High School,MORTGAGE,VENTURE,Yes,0
fair,4,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,male,Associate,RENT,MEDICAL,Yes,0
good,4,.1 - .19,15+,10k - 14.99k,"50k - 69,999",<30,female,Master,MORTGAGE,EDUCATION,No,0
good,6,.2 - .29,10 - 15,5k - 9.99k,"30k - 49,999",<30,male,High School,RENT,MEDICAL,Yes,0
good,4,0-.09,<10,5k - 9.99k,90k,<30,male,High School,MORTGAGE,EDUCATION,No,0
fair,4,0-.09,<10,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,7,.2 - .29,10 - 15,10k - 14.99k,"50k - 69,999",30-39,male,Associate,RENT,MEDICAL,Yes,0
good,5,.1 - .19,<10,10k - 14.99k,90k,<30,female,High School,RENT,EDUCATION,Yes,0
fair,9,.1 - .19,<10,10k - 14.99k,"50k - 69,999",<30,female,Master,RENT,EDUCATION,No,0
fair,2,.2 - .29,10 - 15,10k - 14.99k,"30k - 49,999",<30,male,High School,RENT,EDUCATION,Yes,0
poor,3,0-.09,10 - 15,5k - 9.99k,"50k - 69,999",<30,female,Associate,RENT,EDUCATION,Yes,0
fair,3,.1 - .19,<10,10k - 14.99k,"50k - 69,999",<30,female,Associate,MORTGAGE,VENTURE,No,0
fair,6,0-.09,<10,5k - 9.99k,"70k - 89,999",30-39,male,Associate,MORTGAGE,EDUCATION,Yes,0
fair,4,.2 - .29,10 - 15,10k - 14.99k,"30k - 49,999",<30,male,Associate,RENT,DEBTCONSOLIDATION,No,0
fair,9,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,female,Bachelor,RENT,PERSONAL,Yes,0
fair,4,0-.09,10 - 15,<5k,90k,<30,male,Associate,RENT,HOMEIMPROVEMENT,Yes,0
fair,16,.2 - .29,10 - 15,10k - 14.99k,"30k - 49,999",40+,male,Associate,RENT,DEBTCONSOLIDATION,Yes,0
fair,2,.1 - .19,<10,5k - 9.99k,"50k - 69,999",<30,male,Associate,MORTGAGE,EDUCATION,Yes,0
fair,3,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,male,Master,RENT,PERSONAL,No,0
poor,3,.1 - .19,<10,10k - 14.99k,90k,<30,female,High School,MORTGAGE,VENTURE,No,0
poor,3,0-.09,10 - 15,<5k,"30k - 49,999",<30,male,Bachelor,RENT,HOMEIMPROVEMENT,Yes,0
poor,4,.1 - .19,10 - 15,15k - 19.99k,90k,<30,female,Associate,RENT,VENTURE,Yes,0
poor,3,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Bachelor,MORTGAGE,VENTURE,Yes,0
poor,5,0-.09,10 - 15,<5k,"70k - 89,999",<30,female,High School,RENT,DEBTCONSOLIDATION,Yes,0
fair,7,.2 - .29,10 - 15,10k - 14.99k,"50k - 69,999",30-39,female,Master,RENT,PERSONAL,Yes,0
poor,12,0-.09,10 - 15,<5k,"30k - 49,999",30-39,male,Associate,MORTGAGE,EDUCATION,Yes,0
good,6,.1 - .19,<10,5k - 9.99k,"30k - 49,999",<30,male,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0
poor,7,.1 - .19,<10,10k - 14.99k,90k,<30,female,Associate,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,5,0-.09,<10,<5k,"50k - 69,999",<30,female,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,6,0-.09,<10,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,VENTURE,No,0
fair,10,.1 - .19,15+,10k - 14.99k,"50k - 69,999",30-39,male,Bachelor,RENT,EDUCATION,No,0
good,2,.2 - .29,10 - 15,5k - 9.99k,<30k,<30,male,High School,OWN,PERSONAL,No,0
fair,10,0-.09,10 - 15,<5k,90k,30-39,male,Bachelor,MORTGAGE,PERSONAL,No,0
good,4,.1 - .19,<10,10k - 14.99k,90k,<30,male,High School,RENT,VENTURE,Yes,0
good,4,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",<30,male,High School,RENT,MEDICAL,No,0
fair,5,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",<30,female,Bachelor,RENT,VENTURE,No,0
fair,5,.1 - .19,<10,5k - 9.99k,"50k - 69,999",<30,female,Bachelor,MORTGAGE,EDUCATION,Yes,0
poor,13,0-.09,10 - 15,20k+,90k,30-39,male,Associate,MORTGAGE,PERSONAL,Yes,0
good,4,0-.09,10 - 15,5k - 9.99k,90k,<30,male,Associate,MORTGAGE,MEDICAL,Yes,0
fair,4,.1 - .19,10 - 15,10k - 14.99k,90k,<30,female,Master,MORTGAGE,VENTURE,No,0
fair,3,0-.09,15+,5k - 9.99k,90k,<30,male,Associate,MORTGAGE,VENTURE,Yes,0
good,11,.1 - .19,10 - 15,<5k,"30k - 49,999",30-39,male,High School,RENT,VENTURE,Yes,0
good,4,0-.09,10 - 15,<5k,"30k - 49,999",<30,male,Bachelor,RENT,MEDICAL,No,0
fair,6,0-.09,10 - 15,<5k,"70k - 89,999",<30,male,Bachelor,RENT,EDUCATION,Yes,0
fair,3,.2 - .29,10 - 15,10k - 14.99k,"70k - 89,999",<30,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
poor,3,0-.09,10 - 15,5k - 9.99k,"70k - 89,999",<30,female,Associate,MORTGAGE,MEDICAL,Yes,0
poor,9,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,female,Associate,MORTGAGE,MEDICAL,Yes,0
fair,9,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,male,Associate,MORTGAGE,VENTURE,Yes,0
